,N,Tiempos,Fecha
0,10,0.005027055740356445,2022-05-21 01:33:25.010254
1,20,0.0,2022-05-21 01:33:25.010254
2,30,0.0,2022-05-21 01:33:25.010254
3,40,0.0,2022-05-21 01:33:25.010254
4,50,0.0,2022-05-21 01:33:25.010254
5,60,0.0,2022-05-21 01:33:25.010254
6,70,0.0,2022-05-21 01:33:25.010254
7,80,0.0,2022-05-21 01:33:25.010254
8,90,0.0,2022-05-21 01:33:25.010254
9,100,0.0010409355163574219,2022-05-21 01:33:25.010254
10,110,0.0,2022-05-21 01:33:25.010254
11,120,0.0,2022-05-21 01:33:25.010254
12,130,0.0,2022-05-21 01:33:25.010254
13,140,0.0,2022-05-21 01:33:25.010254
14,150,0.0010056495666503906,2022-05-21 01:33:25.010254
15,160,0.0,2022-05-21 01:33:25.010254
16,170,0.0,2022-05-21 01:33:25.010254
17,180,0.0,2022-05-21 01:33:25.010254
18,190,0.0009837150573730469,2022-05-21 01:33:25.010254
19,200,0.0,2022-05-21 01:33:25.010254
20,210,0.0,2022-05-21 01:33:25.010254
21,220,0.0010120868682861328,2022-05-21 01:33:25.010254
22,230,0.0,2022-05-21 01:33:25.010254
23,240,0.0,2022-05-21 01:33:25.010254
24,250,0.0010004043579101562,2022-05-21 01:33:25.010254
25,260,0.0,2022-05-21 01:33:25.010254
26,270,0.0,2022-05-21 01:33:25.010254
27,280,0.0010225772857666016,2022-05-21 01:33:25.010254
28,290,0.0,2022-05-21 01:33:25.010254
29,300,0.0009796619415283203,2022-05-21 01:33:25.010254
30,310,0.0,2022-05-21 01:33:25.010254
31,320,0.0,2022-05-21 01:33:25.010254
32,330,0.0009982585906982422,2022-05-21 01:33:25.010254
33,340,0.0,2022-05-21 01:33:25.010254
34,350,0.0011076927185058594,2022-05-21 01:33:25.010254
35,360,0.0,2022-05-21 01:33:25.010254
36,370,0.0011436939239501953,2022-05-21 01:33:25.010254
37,380,0.0010018348693847656,2022-05-21 01:33:25.010254
38,390,0.0,2022-05-21 01:33:25.010254
39,400,0.0009844303131103516,2022-05-21 01:33:25.010254
40,410,0.0,2022-05-21 01:33:25.010254
41,420,0.0010137557983398438,2022-05-21 01:33:25.010254
42,430,0.0009851455688476562,2022-05-21 01:33:25.010254
43,440,0.0,2022-05-21 01:33:25.010254
44,450,0.0009970664978027344,2022-05-21 01:33:25.010254
45,460,0.0010006427764892578,2022-05-21 01:33:25.010254
46,470,0.0,2022-05-21 01:33:25.010254
47,480,0.0010232925415039062,2022-05-21 01:33:25.010254
48,490,0.0009777545928955078,2022-05-21 01:33:25.010254
49,500,0.0009183883666992188,2022-05-21 01:33:25.010254
50,510,0.0,2022-05-21 01:33:25.010254
51,520,0.0010499954223632812,2022-05-21 01:33:25.010254
52,530,0.0010306835174560547,2022-05-21 01:33:25.010254
53,540,0.0010023117065429688,2022-05-21 01:33:25.010254
54,550,0.0010013580322265625,2022-05-21 01:33:25.010254
55,560,0.0,2022-05-21 01:33:25.010254
56,570,0.0010039806365966797,2022-05-21 01:33:25.010254
57,580,0.0009541511535644531,2022-05-21 01:33:25.010254
58,590,0.0010476112365722656,2022-05-21 01:33:25.010254
59,600,0.0010037422180175781,2022-05-21 01:33:25.010254
60,610,0.000990152359008789,2022-05-21 01:33:25.010254
61,620,0.0009968280792236328,2022-05-21 01:33:25.010254
62,630,0.0010018348693847656,2022-05-21 01:33:25.010254
63,640,0.00099945068359375,2022-05-21 01:33:25.010254
64,650,0.0009982585906982422,2022-05-21 01:33:25.010254
65,660,0.0010006427764892578,2022-05-21 01:33:25.010254
66,670,0.0010006427764892578,2022-05-21 01:33:25.010254
67,680,0.002015829086303711,2022-05-21 01:33:25.010254
68,690,0.0009832382202148438,2022-05-21 01:33:25.010254
69,700,0.0010001659393310547,2022-05-21 01:33:25.010254
70,710,0.0016498565673828125,2022-05-21 01:33:25.010254
71,720,0.002009153366088867,2022-05-21 01:33:25.010254
72,730,0.0010039806365966797,2022-05-21 01:33:25.010254
73,740,0.001998424530029297,2022-05-21 01:33:25.010254
74,750,0.0010008811950683594,2022-05-21 01:33:25.010254
75,760,0.0009984970092773438,2022-05-21 01:33:25.010254
76,770,0.0009996891021728516,2022-05-21 01:33:25.010254
77,780,0.0019996166229248047,2022-05-21 01:33:25.010254
78,790,0.0010004043579101562,2022-05-21 01:33:25.010254
79,800,0.0009996891021728516,2022-05-21 01:33:25.010254
80,810,0.002000570297241211,2022-05-21 01:33:25.010254
81,820,0.0011494159698486328,2022-05-21 01:33:25.010254
82,830,0.0031728744506835938,2022-05-21 01:33:25.010254
83,840,0.0019998550415039062,2022-05-21 01:33:25.010254
84,850,0.0030052661895751953,2022-05-21 01:33:25.010254
85,860,0.0020189285278320312,2022-05-21 01:33:25.010254
86,870,0.0029883384704589844,2022-05-21 01:33:25.010254
87,880,0.0020143985748291016,2022-05-21 01:33:25.010254
88,890,0.0015015602111816406,2022-05-21 01:33:25.010254
89,900,0.0019941329956054688,2022-05-21 01:33:25.010254
90,910,0.0010008811950683594,2022-05-21 01:33:25.010254
91,920,0.0020203590393066406,2022-05-21 01:33:25.010254
92,930,0.0009791851043701172,2022-05-21 01:33:25.010254
93,940,0.001992940902709961,2022-05-21 01:33:25.010254
94,950,0.002004384994506836,2022-05-21 01:33:25.010254
95,960,0.0009970664978027344,2022-05-21 01:33:25.010254
96,970,0.0020194053649902344,2022-05-21 01:33:25.010254
97,980,0.0009965896606445312,2022-05-21 01:33:25.010254
98,990,0.002477884292602539,2022-05-21 01:33:25.010254
99,1000,0.0020029544830322266,2022-05-21 01:33:25.010254
100,1010,0.0010094642639160156,2022-05-21 01:33:25.010254
101,1020,0.0019888877868652344,2022-05-21 01:33:25.010254
102,1030,0.0020036697387695312,2022-05-21 01:33:25.010254
103,1040,0.0010042190551757812,2022-05-21 01:33:25.010254
104,1050,0.0020127296447753906,2022-05-21 01:33:25.010254
105,1060,0.002001047134399414,2022-05-21 01:33:25.010254
106,1070,0.0033795833587646484,2022-05-21 01:33:25.010254
107,1080,0.002051830291748047,2022-05-21 01:33:25.010254
108,1090,0.00099945068359375,2022-05-21 01:33:25.010254
109,1100,0.0020024776458740234,2022-05-21 01:33:25.010254
110,1110,0.0019960403442382812,2022-05-21 01:33:25.010254
111,1120,0.0020117759704589844,2022-05-21 01:33:25.010254
112,1130,0.002002716064453125,2022-05-21 01:33:25.010254
113,1140,0.00208282470703125,2022-05-21 01:33:25.010254
114,1150,0.0030655860900878906,2022-05-21 01:33:25.010254
115,1160,0.001997709274291992,2022-05-21 01:33:25.010254
116,1170,0.002000570297241211,2022-05-21 01:33:25.010254
117,1180,0.0019996166229248047,2022-05-21 01:33:25.010254
118,1190,0.0020003318786621094,2022-05-21 01:33:25.010254
119,1200,0.0019998550415039062,2022-05-21 01:33:25.010254
120,1210,0.0020003318786621094,2022-05-21 01:33:25.010254
121,1220,0.0019249916076660156,2022-05-21 01:33:25.010254
122,1230,0.002999544143676758,2022-05-21 01:33:25.010254
123,1240,0.0019986629486083984,2022-05-21 01:33:25.010254
124,1250,0.0020008087158203125,2022-05-21 01:33:25.010254
125,1260,0.0019998550415039062,2022-05-21 01:33:25.010254
126,1270,0.0029993057250976562,2022-05-21 01:33:25.010254
127,1280,0.0022122859954833984,2022-05-21 01:33:25.010254
128,1290,0.0027136802673339844,2022-05-21 01:33:25.010254
129,1300,0.002244710922241211,2022-05-21 01:33:25.010254
130,1310,0.001998424530029297,2022-05-21 01:33:25.010254
131,1320,0.0029997825622558594,2022-05-21 01:33:25.010254
132,1330,0.002000093460083008,2022-05-21 01:33:25.010254
133,1340,0.0019998550415039062,2022-05-21 01:33:25.010254
134,1350,0.0026328563690185547,2022-05-21 01:33:25.010254
135,1360,0.0029997825622558594,2022-05-21 01:33:25.010254
136,1370,0.0020008087158203125,2022-05-21 01:33:25.010254
137,1380,0.002998828887939453,2022-05-21 01:33:25.010254
138,1390,0.0020003318786621094,2022-05-21 01:33:25.010254
139,1400,0.0019996166229248047,2022-05-21 01:33:25.010254
140,1410,0.0034284591674804688,2022-05-21 01:33:25.010254
141,1420,0.0029981136322021484,2022-05-21 01:33:25.010254
142,1430,0.0030028820037841797,2022-05-21 01:33:25.010254
143,1440,0.0029976367950439453,2022-05-21 01:33:25.010254
144,1450,0.0019998550415039062,2022-05-21 01:33:25.010254
145,1460,0.0032062530517578125,2022-05-21 01:33:25.010254
146,1470,0.002514362335205078,2022-05-21 01:33:25.010254
147,1480,0.003000020980834961,2022-05-21 01:33:25.010254
148,1490,0.0020003318786621094,2022-05-21 01:33:25.010254
149,1500,0.0029997825622558594,2022-05-21 01:33:25.010254
150,1510,0.0029997825622558594,2022-05-21 01:33:25.010254
151,1520,0.002241849899291992,2022-05-21 01:33:25.010254
152,1530,0.0034532546997070312,2022-05-21 01:33:25.010254
153,1540,0.002984762191772461,2022-05-21 01:33:25.010254
154,1550,0.0020024776458740234,2022-05-21 01:33:25.010254
155,1560,0.0030193328857421875,2022-05-21 01:33:25.010254
156,1570,0.002995729446411133,2022-05-21 01:33:25.010254
157,1580,0.003425121307373047,2022-05-21 01:33:25.010254
158,1590,0.0030059814453125,2022-05-21 01:33:25.010254
159,1600,0.002974987030029297,2022-05-21 01:33:25.010254
160,1610,0.003002166748046875,2022-05-21 01:33:25.010254
161,1620,0.0020148754119873047,2022-05-21 01:33:25.010254
162,1630,0.0029909610748291016,2022-05-21 01:33:25.010254
163,1640,0.0029900074005126953,2022-05-21 01:33:25.010254
164,1650,0.0030181407928466797,2022-05-21 01:33:25.010254
