,N,Tiempos,Fecha
0,10,0.0,2022-05-21 01:39:53.444077
1,20,0.0,2022-05-21 01:39:53.444077
2,30,0.0,2022-05-21 01:39:53.444077
3,40,0.0,2022-05-21 01:39:53.444077
4,50,0.0,2022-05-21 01:39:53.444077
5,60,0.0010035037994384766,2022-05-21 01:39:53.444077
6,70,0.0,2022-05-21 01:39:53.444077
7,80,0.0,2022-05-21 01:39:53.444077
8,90,0.0,2022-05-21 01:39:53.444077
9,100,0.0,2022-05-21 01:39:53.444077
10,110,0.0,2022-05-21 01:39:53.444077
11,120,0.0,2022-05-21 01:39:53.444077
12,130,0.0010426044464111328,2022-05-21 01:39:53.444077
13,140,0.0,2022-05-21 01:39:53.444077
14,150,0.0,2022-05-21 01:39:53.444077
15,160,0.0,2022-05-21 01:39:53.444077
16,170,0.0,2022-05-21 01:39:53.444077
17,180,0.00099945068359375,2022-05-21 01:39:53.444077
18,190,0.0,2022-05-21 01:39:53.444077
19,200,0.0,2022-05-21 01:39:53.444077
20,210,0.0,2022-05-21 01:39:53.444077
21,220,0.0009987354278564453,2022-05-21 01:39:53.444077
22,230,0.0,2022-05-21 01:39:53.444077
23,240,0.0,2022-05-21 01:39:53.444077
24,250,0.0010275840759277344,2022-05-21 01:39:53.444077
25,260,0.0,2022-05-21 01:39:53.444077
26,270,0.0009720325469970703,2022-05-21 01:39:53.444077
27,280,0.0,2022-05-21 01:39:53.444077
28,290,0.0009086132049560547,2022-05-21 01:39:53.444077
29,300,0.0,2022-05-21 01:39:53.444077
30,310,0.0010008811950683594,2022-05-21 01:39:53.444077
31,320,0.0,2022-05-21 01:39:53.444077
32,330,0.0009989738464355469,2022-05-21 01:39:53.444077
33,340,0.0,2022-05-21 01:39:53.444077
34,350,0.0009987354278564453,2022-05-21 01:39:53.444077
35,360,0.0,2022-05-21 01:39:53.444077
36,370,0.0010001659393310547,2022-05-21 01:39:53.444077
37,380,0.00113677978515625,2022-05-21 01:39:53.444077
38,390,0.0,2022-05-21 01:39:53.444077
39,400,0.0013167858123779297,2022-05-21 01:39:53.444077
40,410,0.0,2022-05-21 01:39:53.444077
41,420,0.0009946823120117188,2022-05-21 01:39:53.444077
42,430,0.0010085105895996094,2022-05-21 01:39:53.444077
43,440,0.0,2022-05-21 01:39:53.444077
44,450,0.0009889602661132812,2022-05-21 01:39:53.444077
45,460,0.0010151863098144531,2022-05-21 01:39:53.444077
46,470,0.0,2022-05-21 01:39:53.444077
47,480,0.0009996891021728516,2022-05-21 01:39:53.444077
48,490,0.000985860824584961,2022-05-21 01:39:53.444077
49,500,0.0010008811950683594,2022-05-21 01:39:53.444077
50,510,0.0,2022-05-21 01:39:53.444077
51,520,0.0009989738464355469,2022-05-21 01:39:53.444077
52,530,0.001020669937133789,2022-05-21 01:39:53.444077
53,540,0.0008857250213623047,2022-05-21 01:39:53.444077
54,550,0.0010004043579101562,2022-05-21 01:39:53.444077
55,560,0.0010008811950683594,2022-05-21 01:39:53.444077
56,570,0.0009987354278564453,2022-05-21 01:39:53.444077
57,580,0.0016639232635498047,2022-05-21 01:39:53.444077
58,590,0.0011186599731445312,2022-05-21 01:39:53.444077
59,600,0.001100301742553711,2022-05-21 01:39:53.444077
60,610,0.000982046127319336,2022-05-21 01:39:53.444077
61,620,0.0010035037994384766,2022-05-21 01:39:53.444077
62,630,0.0009789466857910156,2022-05-21 01:39:53.444077
63,640,0.0010008811950683594,2022-05-21 01:39:53.444077
64,650,0.0010075569152832031,2022-05-21 01:39:53.444077
65,660,0.0009927749633789062,2022-05-21 01:39:53.444077
66,670,0.0009996891021728516,2022-05-21 01:39:53.444077
67,680,0.0010001659393310547,2022-05-21 01:39:53.444077
68,690,0.0010044574737548828,2022-05-21 01:39:53.444077
69,700,0.0009152889251708984,2022-05-21 01:39:53.444077
70,710,0.001035928726196289,2022-05-21 01:39:53.444077
71,720,0.002285003662109375,2022-05-21 01:39:53.444077
72,730,0.0,2022-05-21 01:39:53.444077
73,740,0.002393007278442383,2022-05-21 01:39:53.444077
74,750,0.0010113716125488281,2022-05-21 01:39:53.444077
75,760,0.0010097026824951172,2022-05-21 01:39:53.444077
76,770,0.0009999275207519531,2022-05-21 01:39:53.444077
77,780,0.001986980438232422,2022-05-21 01:39:53.444077
78,790,0.000993490219116211,2022-05-21 01:39:53.444077
79,800,0.0010178089141845703,2022-05-21 01:39:53.444077
80,810,0.001986980438232422,2022-05-21 01:39:53.444077
81,820,0.0009922981262207031,2022-05-21 01:39:53.444077
82,830,0.0009243488311767578,2022-05-21 01:39:53.444077
83,840,0.002241373062133789,2022-05-21 01:39:53.444077
84,850,0.0012621879577636719,2022-05-21 01:39:53.444077
85,860,0.0009922981262207031,2022-05-21 01:39:53.444077
86,870,0.0019948482513427734,2022-05-21 01:39:53.444077
87,880,0.0010056495666503906,2022-05-21 01:39:53.444077
88,890,0.0020165443420410156,2022-05-21 01:39:53.444077
89,900,0.0009784698486328125,2022-05-21 01:39:53.444077
90,910,0.0020008087158203125,2022-05-21 01:39:53.444077
91,920,0.001018524169921875,2022-05-21 01:39:53.444077
92,930,0.001985788345336914,2022-05-21 01:39:53.444077
93,940,0.0009794235229492188,2022-05-21 01:39:53.444077
94,950,0.0022475719451904297,2022-05-21 01:39:53.444077
95,960,0.0009999275207519531,2022-05-21 01:39:53.444077
96,970,0.0019991397857666016,2022-05-21 01:39:53.444077
97,980,0.00200653076171875,2022-05-21 01:39:53.444077
98,990,0.0010042190551757812,2022-05-21 01:39:53.444077
99,1000,0.001984834671020508,2022-05-21 01:39:53.444077
100,1010,0.0020265579223632812,2022-05-21 01:39:53.444077
101,1020,0.0010113716125488281,2022-05-21 01:39:53.444077
102,1030,0.0019648075103759766,2022-05-21 01:39:53.444077
103,1040,0.0026865005493164062,2022-05-21 01:39:53.444077
104,1050,0.0009860992431640625,2022-05-21 01:39:53.444077
105,1060,0.0019922256469726562,2022-05-21 01:39:53.444077
106,1070,0.0020246505737304688,2022-05-21 01:39:53.444077
107,1080,0.0020058155059814453,2022-05-21 01:39:53.444077
108,1090,0.0019752979278564453,2022-05-21 01:39:53.444077
109,1100,0.0019943714141845703,2022-05-21 01:39:53.444077
110,1110,0.002018451690673828,2022-05-21 01:39:53.444077
111,1120,0.0010671615600585938,2022-05-21 01:39:53.444077
112,1130,0.002242565155029297,2022-05-21 01:39:53.444077
113,1140,0.0020813941955566406,2022-05-21 01:39:53.444077
114,1150,0.0020122528076171875,2022-05-21 01:39:53.444077
115,1160,0.001950979232788086,2022-05-21 01:39:53.444077
116,1170,0.0020623207092285156,2022-05-21 01:39:53.444077
117,1180,0.0019905567169189453,2022-05-21 01:39:53.444077
118,1190,0.002020120620727539,2022-05-21 01:39:53.444077
119,1200,0.0025293827056884766,2022-05-21 01:39:53.444077
120,1210,0.0019981861114501953,2022-05-21 01:39:53.444077
121,1220,0.002002716064453125,2022-05-21 01:39:53.444077
122,1230,0.0019998550415039062,2022-05-21 01:39:53.444077
123,1240,0.0019989013671875,2022-05-21 01:39:53.444077
